"Sample","0006_Marios_PD1_Inhib2_HP-AF008975-8","0052_Marios_PD1_Inhib2_HP-AF581651-8","0079_Marios_PD1_Inhib2_HP-E9099271-7","0123_Marios_PD1_Inhib2_HP-E9665082-7","0136_Marios_PD1_Inhib2_HP-E9657534-6","0166_Marios_PD1_Inhib2_HP-L1381809-7","0171_Marios_PD1_Inhib2_HP-AE613362-6","0191_Marios_PD1_Inhib2_HP-AD645855-7","0199_Marios_PD1_Inhib2_HP-L1379654-6","0220_Marios_PD1_Inhib2_HP-EA717427-8","0236_Marios_PD1_Inhib2_HP-E9172349-7","0257_Marios_PD1_Inhib2_HP-AE428479-7","0267_Marios_PD1_Inhib2_HP-S3717262-7","0268_Marios_PD1_Inhib2_HP-S4035312-7","0284_Marios_PD1_Inhib2_HP-S3672129-7","0343_Marios_PD1_Inhib2_HP-EA563624-6","0400_Marios_PD1_Inhib2_HP-EA305478-7","0408_Marios_PD1_Inhib2_HP-AE861579-7","0410_Marios_PD1_Inhib2_HP-AE913731-7","0418_Marios_PD1_Inhib2_HP-AE522916-7","0424_Marios_PD1_Inhib2_HP-S4102914-8","0446_Marios_PD1_Inhib2_HP-AE794300-7","0488_Marios_PD1_Inhib2_HP-L1443430-8","0495_Marios_PD1_Inhib2_HP-AD775401-7","0506_Marios_PD1_Inhib2_HP-EA720987-9","0533_Marios_PD1_Inhib2_HP-S3510221-9","0540b_Marios_PD1_Inhib2_HP-PREFB28","0541_Marios_PD1_Inhib2_HP-E9070705-7","0560a_Marios_PD1_Inhib2_HP-PREFA29","0577_Marios_PD1_Inhib2_HP-AE002908-7","0587_Marios_PD1_Inhib2_HP-L1357306-7","0600bb_Marios_PD1_Inhib2_HP-PREFB31","0619_Marios_PD1_Inhib2_HP-L1479330-11","0620_Marios_PD1_Inhib2_HP-AE645251-7","0631_Marios_PD1_Inhib2_HP-AF048321-8","0640_Marios_PD1_Inhib2_HP-AE506727-9","0730_Marios_PD1_Inhib2_HP-E9101839-7","0735_Marios_PD1_Inhib2_HP-AD267750-5","0740b_Marios_PD1_Inhib2_HP-PREFB39","0843_Marios_PD1_Inhib2_HP-S3606424-7","0860a_Marios_PD1_Inhib2_HP-PREFA45","0880_Marios_PD1_Inhib2_HP-EA083054-6","0882_Marios_PD1_Inhib2_HP-S3862083-7","0900b_Marios_PD1_Inhib2_HP-PREFB47","0910_Marios_PD1_Inhib2_HP-AE606326-6","0919_Marios_PD1_Inhib2_HP-E9106380-6","0937_Marios_PD1_Inhib2_HP-E9540924-7","0947_Marios_PD1_Inhib2_HP-AE052722-7","1108_Marios_PD1_Inhib2_HP-L1381844-5","1177_Marios_PD1_Inhib2_HP-AF575413-8"
"Label","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi"
"578.4042__370.03","1145562.77371","903390.99244","826995.07165","798531.16916","1239389.57075","1374296.79237","1182472.15053","1037224.02078","1592008.07764","1013134.2433","1094433.15421","1042032.7125","1056071.09519","1295505.94163","768590.28933","1233663.7963","476013.59888","1202322.26278","1158979.55595","980178.67411","1365563.96989","1883714.4732","1376281.70464","1791587.9549","900323.5918","1339391.40692","1180291.06089","870135.28132","1235482.66294","1707546.95139","3883682.62713","1323039.99366","668241.74385","785345.69502","733119.32372","137703.39927","100508.78686","28363.03182","894302.85501","565713.80349","846200.38253","707876.3354","1207867.87488","769184.26864","832563.27488","668182.40543","1056678.83397","723297.615","984093.86127","846188.38975"
"578.4177__107.98","12899096.44425","5959630.61821","2018508.30878","3107398.3921","7362812.57552","14470052.05511","13099693.37031","16010127.98507","11538606.9591","5180534.54569","16053810.35696","9676888.18402","861862.75519","21339925.64626","1592262.26793","886592.63071","226488.09449","15020255.50269","1189115.45066","19847611.00051","14623528.68354","736072.42958","1161322.82094","3190550.18951","13042817.06921","17954291.69011","12555987.73944","10196344.36411","13929360.2929","18337911.76315","10914546.99375","14105029.51691","7265969.22433","4813185.55022","16075853.33517","74278291.14898","2952989.98083","3930167.39066","11587443.46524","18754142.42482","10037016.33597","6727190.19886","6544452.72143","10849718.69061","40498273.78586","4145749.90996","10663113.33938","3714503.44418","1924365.6536","3731572.391"
"578.5226__316.08","2721599.86502","3252151.08398","1448312.53922","3665652.60163","3011955.10567","3082429.3444","2085610.77322","3454167.88","3040919.67588","3830286.64955","3281297.02757","1328714.54771","3467481.82858","4951104.70631","3613593.7891","3891019.63276","1352815.17631","2132241.13715","3402730.8763","1543306.0655","8923935.80184","2324003.53574","2000734.65648","1365652.42765","2194032.06353","4470061.27461","3293570.15324","4549048.895","3390140.1024","1604782.99984","3974006.80158","3889442.12551","19311.49818","23644.04783","94554.53502","15185.41502","28305.14782","0","4340.8428","643852.31259","253757.16933","912775.46561","454510.19988","567191.91063","624846.17866","1389583.1358","421794.33319","378806.20583","1221865.28529","1901112.56989"
"578.5844__100.5","1792690.70225","269800.38355","230991.93107","2041853.88332","0","4598210.82693","914112.92144","1666142.27956","219418.9576","3509525.522","2688649.5205","1903631.51277","1049572.27982","1201896.67915","413842.75688","1035457.6252","6727.23553","676327.65315","1284043.49447","1273128.1234","2306615.18198","1099940.22887","6546576.41523","1649577.43372","742564.66393","1422506.63677","2123364.45275","2833328.58659","2526255.31734","1557548.9119","2771103.75934","2295582.36808","706961.9027","1091194.38088","505242.24913","39275.3749","1146005.91841","1267286.2358","432788.45425","56706.64937","469630.29206","566318.50914","1791926.25303","449374.92296","994928.42386","1203046.45744","784563.88656","1080817.71577","434824.44718","247677.67795"
"578.7387__369.89","1064470.13462","762479.06869","657866.79098","912247.69308","905543.29817","1175385.75781","1007978.76338","870190.02741","1429026.01371","931418.45412","978450.32056","950643.8815","978199.313","975650.88411","663286.69916","995390.0469","487085.66991","1017390.1125","959857.50064","843863.80304","1301771.92515","1500216.95931","1130608.11246","1611738.23677","789202.77547","1136735.73323","1030484.39444","773845.39798","1041458.16195","1475933.53291","3038621.92822","1132811.19169","643104.19881","609182.93766","590925.56437","221815.05068","29561.06356","23169.95473","809753.73565","531197.39277","760305.91873","586668.58558","1117459.75647","690918.97415","401132.30487","514568.35119","910857.98247","539701.85652","789593.11809","611349.14724"
"578.7706__462.24","1501877.92361","2032012.901","1150914.65763","2232206.20461","2252594.04531","2340819.36259","2654270.65106","942342.7193","5389522.11754","1627723.82467","2322345.81157","2060427.11542","1090095.75326","1372631.03239","1743970.15709","1667682.54723","2255772.89471","2966150.11791","1929977.40111","1475890.47523","1784056.17162","2044371.20016","2394042.18271","2392520.66839","1488407.2472","1868467.44609","1652765.1385","1382111.34547","1883531.34467","2567064.26837","2219434.94491","2147883.15413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"579.254__105.92","596454.03144","2109810.21113","2241902.76551","794931.67561","2149411.96926","958974.30676","766574.72412","597431.66021","2753390.69183","2701487.06695","3220473.95526","816493.58846","677270.92888","1672574.96479","1102398.5034","1780058.32334","1012253.33684","739033.68444","241210.62404","1056037.78205","3820031.47926","2913432.83597","9654841.97238","913690.40531","750621.90207","2366560.83716","1964667.78603","1270327.7348","1163523.45095","2826355.14241","5833063.61622","2222534.52021","2159788.39594","946673.11964","5027619.43454","23341261.03318","0","103628.55229","0","0","3320462.78138","0","86591.821","3302904.82742","13068370.68266","0","0","990956.54036","404893.8749","829912.37716"
"579.2931__360.31","657016.10905","471448.09903","256454.9675","165427.98826","435834.31989","401613.65441","811952.47214","1482661.61014","461921.07157","182091.22109","749241.58318","621016.67805","315515.4513","725636.01566","639230.14169","517989.49266","966015.81796","847028.16133","405093.73795","870090.43022","684526.67613","650544.00802","496626.1996","653004.57048","1816956.72622","1256105.05323","612230.73931","422678.1465","635744.24542","484339.75755","121847.72901","695576.36258","0","316562.44496","136959.86931","0","0","0","0","13557.91017","0","0","9172.87472","8220.47919","11687.08881","7922.65432","4314.65595","228697.93986","0","13362.47214"
"579.4265__268.42","3247304.83807","2394687.85711","2447423.42315","2727132.02032","3144356.99301","3409648.00924","3194252.14668","2161577.5832","3770894.91783","2087377.50512","2606860.94586","2341065.73432","3068304.61029","3208248.55085","1396117.46915","2738778.92281","1686314.67873","2002857.62579","2736843.02711","2421886.4224","3988227.84156","2113667.05333","3104480.01377","5051515.71494","2647304.58735","1745253.27001","2948335.3708","2404382.66962","3285209.75014","4035603.42099","8302875.04361","3288787.05584","1377738.17206","1916429.61835","1921924.3932","1234446.89341","1604834.81318","1847674.58332","1917152.67754","1443320.5954","1921218.48973","929264.53156","2781588.79585","2030064.66212","1807760.14362","1783167.24726","2077139.06089","1859591.37577","2273413.19173","1993248.65485"
"579.4982__107.97","20382322.94487","6559039.60242","2598842.82785","3973217.31263","6800975.83251","4498941.23539","13741060.76112","15157228.96837","5629462.5871","5843763.43266","5049054.01157","5363278.7097","13671688.35327","14657169.77753","12131941.81907","11599708.37403","1752567.43802","7386704.16368","22843768.9958","12062330.85827","12321624.01092","19580208.65398","527999.40678","2913475.31014","2532116.08364","11937329.25722","9887677.46867","8493001.81336","11985114.14478","13318569.57858","7186094.37114","11275592.5426","368334.08664","166982.882","0","112863.20994","12447.0081","773584.08683","3616857.33136","7801281.16787","3874075.53633","3038698.77758","4665335.30347","509714.29785","4702660.16562","984848.12533","4771938.41825","4486226.99956","568892.68768","3947261.74933"
"579.5257__316.29","513567.04336","715125.60445","200688.14118","773913.53822","554351.93888","569695.75132","370575.023","695530.75362","560063.47464","719426.35546","664415.46726","200327.14354","606390.44049","966813.44501","711853.73308","717177.40983","175681.31588","395358.95591","695380.52044","255811.69689","1849922.47609","454355.92794","339646.29654","206913.34224","384486.825","947342.80609","642526.10962","982939.27989","648641.68145","240243.56891","737191.90913","779608.01581","0","0","3226.52354","3266.95009","4832.64619","0","0","42153.22833","14082.42024","61996.19849","18872.07176","40526.34228","25917.55567","127356.6508","52596.33903","20174.04489","137871.47804","372488.30706"
"579.5263__99.99","65887.02222","173165.75788","270426.49609","238554.45143","169385.58094","615611.33481","164028.50005","129290.94779","159571.03212","199774.89483","296285.06228","113882.6648","48916.82036","39691.99943","35483.43771","189460.10036","161702.2934","286188.06278","90083.42646","105868.72611","151978.22431","84852.45419","760791.57316","135253.59623","92540.09047","53450.90157","228747.06672","270913.563","218814.07951","236086.9201","110827.16088","244085.31755","4730041.59113","8138837.72957","10021313.81908","5240382.07439","1479280.60599","7008813.21601","8845524.63238","14665546.78652","7819924.64685","5299687.37037","643516.35823","8188094.69571","17687569.49679","414101.10306","208298.49956","8516049.09144","132021.53207","8714155.92769"
"579.9281__267.93","1168117.71706","1236543.1772","1361848.65674","1667282.99507","1864125.34245","2190566.14243","1006665.56962","950225.93511","2370911.30497","528067.71011","1578660.17922","1417528.43932","1813985.30566","1918462.80918","1275764.05675","1911692.98408","1005186.86155","2068973.51326","1885555.52858","1593260.87673","1231613.46879","2894217.48354","1788320.63316","2912670.29999","1545353.09738","1831189.50651","1734093.90297","1443517.27853","2017867.0388","1563048.24942","5218190.25879","2100775.73235","731010.08035","1153873.61109","1102697.2966","754662.42863","1004012.08178","1389648.13217","1228946.18617","820560.97776","1148950.90821","962012.51346","1890133.47899","1173003.09239","1035721.153","1150745.48443","1269256.73401","1118427.74742","1309055.15279","1187430.39243"
"580.244__473.48","1054510.95377","1531436.9994","402946.03092","1185851.07971","1572294.14216","2003492.71029","1258408.0789","745263.05577","4910666.78537","829281.91109","2183353.29689","1421844.28496","6235187.63201","998360.8759","1313887.13002","715802.73763","1307467.45051","1696547.24728","1206287.87975","1091623.38103","1577378.87854","1179179.13835","1064950.44","1250438.238","1297097.70152","634675.74394","1330643.89761","1645039.0581","1582443.95116","1609777.22988","957031.33472","1591910.61191","0","11202.07357","0","7308.20402","0","0","0","13113.67403","6914.04415","0","5713.39977","14062.85292","0","41535.85861","0","0","0","0"
"580.4162__306.08","10539796.87448","7849934.82776","8575913.90619","8661006.52021","10110472.24785","12177993.42498","11485972.70731","7913372.98793","12907485.94131","8206114.45849","9935411.73317","7775594.63168","9482760.00194","9392401.45344","6792855.4728","10381336.98805","4952803.95461","10542569.85263","9148024.08267","8670826.31075","11581024.57887","15956811.65722","10913283.2494","14764267.94489","8851873.91286","10244102.41571","9657321.85874","7919268.62765","10391259.37769","14495085.67523","27862663.42678","11252204.82102","5396373.87878","7577534.24488","6740018.95221","5010105.51329","5921342.09743","7695668.01231","7364074.42457","5403138.21745","6989402.89731","5601804.13141","10481834.26929","6831945.92946","6332661.31879","6679866.81123","7181641.33335","6890037.39388","7840534.89375","7173949.94494"
"580.4325__455.46","110557.05592","443406.63038","0","151276.68314","85610.67315","486558.16901","205438.51058","178011.066","315635.00888","25386.4897","125557.05205","135674.60707","307085.81346","83020.03448","293671.38593","128378.4028","0","260136.17385","479428.52664","247586.37563","190606.62189","406835.97492","360623.1945","74869.95328","739770.19453","226612.98918","225134.38646","189892.72637","238253.81488","315177.68405","28972.91502","282149.635","409236.83567","548634.26117","386817.56398","415110.17796","2903760.75985","1136525.518","1596997.05477","10078945.00507","1989331.9044","671740.00643","1091825.69191","1604876.54381","270156.21353","1932381.75613","0","792557.52382","0","586804.4021"
"580.5002__107.97","7964726.85116","1223048.74972","437249.25387","1412908.95861","2560995.16818","2408028.90072","5452780.57021","1891281.06989","359967.25424","1931673.53496","1772140.70464","1093914.05559","5335232.51035","5540521.99207","4894739.65332","4452561.85411","1086688.6906","1838191.47784","9224110.31044","4546406.98371","5028065.62868","7367985.28518","90543.68749","659165.15487","1382296.16673","4213298.26521","3482885.45411","3284064.911","338617.30012","4728822.7178","848181.36117","4455678.30356","204905.25216","145974.36521","757513.65323","389368.54276","183919.54693","268252.48732","460435.18182","957391.26879","747889.37099","174576.31436","308009.91924","388933.93135","2549287.99564","232101.58859","286250.35937","824907.80809","199496.28358","540928.39931"
"580.7687__462.27","526996.84702","738827.37189","424746.16625","815887.89086","745663.02808","809836.73677","981299.49359","304528.12132","1964309.33731","566971.15462","799212.89342","737691.84594","385864.72875","490222.58523","587108.74138","617360.05114","805132.39919","991789.37138","613222.9478","524058.60017","607563.50389","684152.47261","787685.32558","822497.77232","524155.7025","640035.73532","635931.07147","545821.55807","681598.00807","986983.80001","703282.51389","700155.16688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"580.9179__306.13","6490814.30637","5175717.23091","4906394.14118","5262436.2471","5812864.77716","7256778.56038","6616542.74978","4977007.89497","8339674.02539","4844612.61013","5887976.98537","5048242.39996","5613577.88692","6088721.44875","4653835.9622","5967481.21554","3004902.70758","6345233.1535","5967529.38756","5126397.69993","7342935.02526","9892145.08715","6808351.08774","9594515.29867","5659447.81751","6461625.27322","5967973.09944","5304430.6549","6483744.67482","8505517.50448","16883755.87821","6451674.05188","3297756.67923","4729907.19788","4083946.5097","3112665.00979","3650477.00273","4784641.88721","4621996.84972","3181458.08205","4418926.60881","3544894.39766","6328717.7836","4235557.87784","3904936.58647","3942267.09209","4430593.97247","4197226.51878","4805498.99741","4397689.28212"
"581.24__346.24","26416.23601","3658.92029","28542.6292","141254.93394","0","125020.56009","28132.03819","181881.51868","105393.65174","4220.75598","26857.948","216462.28701","380234.9364","424143.76023","412694.62939","98789.57789","155310.57092","69327.37323","117598.05242","294674.87788","255136.04005","10888.38051","80750.82107","433944.1221","227505.00977","225674.10066","474332.32832","13683.52999","596600.72358","922629.3966","750285.43262","560747.62887","111494.4913","335166.44918","232572.55937","97877.37881","523374.86458","403582.12436","330865.94632","528267.53668","339489.55368","315893.17222","356876.14945","360422.18502","388826.98091","434300.93311","212530.27027","136705.02834","33966.6331","99611.00002"
"581.3086__358.87","328431.2376","193902.57577","262005.5592","284515.89762","419370.41274","418985.0366","359768.0171","761981.21754","380844.68974","205850.12541","581332.62264","360742.15868","265955.80121","1057813.45413","504040.0894","570047.54423","623324.64558","394413.9897","275036.91267","286786.40582","794463.91229","371091.15235","495334.03256","199975.46498","467346.50542","906343.4816","456348.18649","341896.73676","437535.04823","167156.38728","223801.62598","514139.08683","0","0","0","0","0","0","0","6944.08707","3545.21696","0","4271.74081","0","0","0","0","0","4414.43921","0"
"581.4056__349.34","1437932.60646","1000052.7929","1101385.59517","998702.12755","1356462.31699","1588785.32806","1406379.16276","1719491.1907","1665260.24907","922692.84711","1111272.22797","1444844.51997","1390992.02882","1195730.35666","1017659.14722","1306835.0003","801886.15537","1446858.85834","1320383.34517","1371915.42951","1384034.46814","2184499.35598","1410774.96617","1933138.53838","987129.48655","1560416.98227","1395684.25465","1039929.48736","1513632.00729","1800955.6785","4189077.0995","1450080.94776","987977.39839","940793.68413","971814.91304","636239.10736","995496.6595","992154.02389","1077139.07852","752418.62368","1055317.03751","772886.39228","1388892.11819","1038909.63716","745313.56936","870361.81019","920658.36242","853336.23104","943664.7847","694407.83479"
"581.4193__305.81","2266665.60795","1778514.42779","1736828.82343","1907446.05924","2094329.69553","2377252.0634","2327530.08238","1643766.97691","2696153.13049","1811874.45342","2176789.79003","1749678.11171","2189622.56666","2098872.47725","1109145.64263","2148216.15799","1011685.23022","2408923.82813","1924727.09496","1987077.84972","2582133.62459","3658395.55311","2385506.82887","3424306.53814","1947730.58947","2272646.61514","2048401.04502","1622370.12737","2370165.44263","3068490.36761","6202899.28638","2314909.61315","1109085.91193","1755710.4615","1445940.61056","1061437.69937","1401981.77486","1614749.74603","1661001.09965","1104590.59617","1534148.06913","1166159.38817","2253414.1822","1514458.76486","1373913.12841","1386525.5746","1528978.07992","1473631.21297","1749758.85375","1378156.64026"
