"Sample","0006_Marios_PD1_Inhib2_HP-AF008975-8","0052_Marios_PD1_Inhib2_HP-AF581651-8","0079_Marios_PD1_Inhib2_HP-E9099271-7","0123_Marios_PD1_Inhib2_HP-E9665082-7","0136_Marios_PD1_Inhib2_HP-E9657534-6","0166_Marios_PD1_Inhib2_HP-L1381809-7","0171_Marios_PD1_Inhib2_HP-AE613362-6","0191_Marios_PD1_Inhib2_HP-AD645855-7","0199_Marios_PD1_Inhib2_HP-L1379654-6","0220_Marios_PD1_Inhib2_HP-EA717427-8","0236_Marios_PD1_Inhib2_HP-E9172349-7","0257_Marios_PD1_Inhib2_HP-AE428479-7","0267_Marios_PD1_Inhib2_HP-S3717262-7","0268_Marios_PD1_Inhib2_HP-S4035312-7","0284_Marios_PD1_Inhib2_HP-S3672129-7","0343_Marios_PD1_Inhib2_HP-EA563624-6","0400_Marios_PD1_Inhib2_HP-EA305478-7","0408_Marios_PD1_Inhib2_HP-AE861579-7","0410_Marios_PD1_Inhib2_HP-AE913731-7","0418_Marios_PD1_Inhib2_HP-AE522916-7","0424_Marios_PD1_Inhib2_HP-S4102914-8","0446_Marios_PD1_Inhib2_HP-AE794300-7","0488_Marios_PD1_Inhib2_HP-L1443430-8","0495_Marios_PD1_Inhib2_HP-AD775401-7","0506_Marios_PD1_Inhib2_HP-EA720987-9","0533_Marios_PD1_Inhib2_HP-S3510221-9","0540b_Marios_PD1_Inhib2_HP-PREFB28","0541_Marios_PD1_Inhib2_HP-E9070705-7","0560a_Marios_PD1_Inhib2_HP-PREFA29","0577_Marios_PD1_Inhib2_HP-AE002908-7","0587_Marios_PD1_Inhib2_HP-L1357306-7","0600bb_Marios_PD1_Inhib2_HP-PREFB31","0619_Marios_PD1_Inhib2_HP-L1479330-11","0620_Marios_PD1_Inhib2_HP-AE645251-7","0631_Marios_PD1_Inhib2_HP-AF048321-8","0640_Marios_PD1_Inhib2_HP-AE506727-9","0730_Marios_PD1_Inhib2_HP-E9101839-7","0735_Marios_PD1_Inhib2_HP-AD267750-5","0740b_Marios_PD1_Inhib2_HP-PREFB39","0843_Marios_PD1_Inhib2_HP-S3606424-7","0860a_Marios_PD1_Inhib2_HP-PREFA45","0880_Marios_PD1_Inhib2_HP-EA083054-6","0882_Marios_PD1_Inhib2_HP-S3862083-7","0900b_Marios_PD1_Inhib2_HP-PREFB47","0910_Marios_PD1_Inhib2_HP-AE606326-6","0919_Marios_PD1_Inhib2_HP-E9106380-6","0937_Marios_PD1_Inhib2_HP-E9540924-7","0947_Marios_PD1_Inhib2_HP-AE052722-7","1108_Marios_PD1_Inhib2_HP-L1381844-5","1177_Marios_PD1_Inhib2_HP-AF575413-8"
"Label","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi"
"470.3144__480.98","595644.76632","1012739.18959","101111.00679","804170.14117","906364.00383","525659.09171","588490.10047","1619536.0037","1007938.05066","1026359.85862","1063729.36354","774481.60149","524819.75227","917083.03386","1065903.40818","1207678.66694","96335.63517","712832.57227","759609.33755","556065.52404","1957842.15788","1128919.35151","415499.66985","310205.07479","678810.51501","755563.02133","820499.35394","608643.18208","961775.22859","606274.63886","322788.85479","925909.86371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"470.3505__257.09","12471273.6782","9485449.18467","10213215.60459","7312163.18208","10589492.54417","13546155.13487","13702531.6057","8837324.9451","15265584.09399","9454945.4222","11417414.24011","10483503.50554","11515159.16222","5617039.4297","8771845.74347","12561636.98012","7792509.01633","13313798.71343","12296447.07934","10276254.48422","15607891.93527","15884007.42372","10687202.94228","18548192.71106","11183029.77699","10462814.90233","11591061.13356","9296310.68596","12963399.09107","16168114.34366","31995317.72214","12696148.99009","5807036.58592","6712092.54336","8342429.762","5205805.13249","7489607.36095","9612292.71891","9000349.41217","6270930.18188","8274110.41154","7416009.34906","13087021.79028","7554016.8483","7680208.68272","8101849.8446","8222856.89952","8683484.99083","9532031.51914","8845727.55513"
"470.3686__124.41","1254663.65408","1047761.90921","1122563.1302","1037805.45821","1337021.08827","1591813.69113","1538256.72168","1574337.19389","1652103.16362","828489.37869","1460254.379","1351215.86074","1434265.20348","1275193.97512","1186594.2131","1421379.8531","654710.1084","1521857.87331","1174388.53819","1201905.52991","151427.61752","2271350.23781","1186300.95837","2003380.40221","1065113.82045","1305142.42521","1366432.6787","1163217.85729","1461542.76572","2200602.77832","3861197.26253","1504825.58733","15979.22671","48942.6826","9340.00531","28150.75694","0","0","0","82321.66339","186751.28947","141904.70056","224481.50951","163206.10812","124071.74234","212710.36461","233971.21096","237050.01418","92538.98548","42641.16827"
"470.3688__149.62","2479206.59642","1843985.85492","2073469.53428","1980831.07753","2490654.80467","2544355.5139","2679954.23279","2301793.83305","2926489.22387","1787400.68655","2490483.25169","2285710.11008","2541809.05052","2293670.03703","1999719.77566","2828849.44867","1392173.56081","2264645.4193","2730605.6006","2225959.90135","2797498.8188","3840341.25153","2360401.29205","3330127.49522","2089978.67229","2095594.52226","2387587.85282","1953005.7097","2658950.18493","3010809.89125","7003181.8829","2689252.87722","135258.67871","162747.94289","176990.20945","100740.86101","0","0","11737.72661","795228.40808","676139.54863","854921.06315","1898502.9421","1106966.68871","1013399.95731","1181845.68299","1330599.36943","1265435.01608","1316301.22347","467900.61076"
"470.3926__108.36","7715674.88384","6863053.96183","4022341.59764","2484786.27024","5204535.74979","4684205.99746","9555632.90418","12450847.52207","2325682.46326","2286175.34047","5015458.87572","6820706.12831","5394223.47134","6345647.50287","9066373.0901","5092047.46388","3115171.64023","6643893.3117","9551805.4351","8761540.03046","10771701.66218","10132958.72426","674505.58164","2403459.51492","4133238.81264","7743180.55207","6431206.40345","6255371.3516","7103149.28547","14111983.67158","4455902.5719","7022681.56009","346187.05398","393084.0539","331500.46836","56107.72267","78628.73459","21291.83075","55902.29887","5876882.38348","1255231.49281","1705115.48583","97701.80697","1874289.41088","539638.36909","93192.87629","3836726.54687","2159911.41031","119743.58442","1999347.48052"
"470.8522__256.99","3225046.55248","2837621.66655","1962680.89769","2716172.64881","5705514.25355","6886868.71977","5561465.83732","4721849.37206","2876223.01452","4207524.88929","4944739.88271","4533971.52683","5737122.46822","5455342.58515","4698112.21436","6466528.84552","2155685.20709","4665647.5219","6734550.47143","4426331.42681","6856974.17071","9674639.65221","6570532.44867","9383672.16579","2931545.30397","4327828.74162","5798070.58067","5031542.68852","6175116.30383","7222771.72683","16447847.73925","6284709.6411","3010687.05882","4396819.87549","3779957.05049","2266220.36382","3125272.95724","4877098.4174","4369820.75603","3242427.15817","4234300.20258","3431154.1568","1723482.90554","4345879.403","3641761.66464","4102277.11201","4645173.83454","4158081.85185","5023085.46288","4036981.75301"
"471.0041__335.11","2215989.79871","1793348.16967","1713895.93705","1872893.66027","2157872.96387","2521897.14622","2459136.09671","1568857.07096","2869611.77515","1766571.55814","2070460.4625","1748940.82268","1919270.2882","1811583.25751","1554136.07379","2150712.68725","1174229.16078","2531934.09727","2241517.36121","1902943.3102","2649653.10225","3665322.88345","2460549.82651","3617553.18048","1830326.40574","2572809.05604","2308005.27521","1698586.13989","2569839.91408","3276288.82912","6472574.88858","2649066.75372","1006228.0946","878734.50413","397194.2954","1016118.64782","1130257.09581","1668344.7829","1803240.70805","1072474.20891","1532381.36657","1248955.57549","2139306.89973","1440798.37164","1334355.21644","1514852.79368","1656746.19327","1303249.36635","1824965.84196","1563406.22456"
"471.3388__335.25","1764745.83358","1496371.73743","1191708.56755","1424290.32457","1609463.52143","2005427.0318","1850344.54677","1102661.11434","2207450.65941","1348627.79885","1563192.65893","1428651.78807","1502087.99137","1448912.1906","1045526.47932","1516238.73002","853906.41776","1928246.54883","1687349.46467","1312422.76028","1852306.48266","2756795.91397","1871513.82123","2826730.15209","1343919.06968","2018311.20096","1683219.63724","1299466.31094","1771953.23995","2439661.41629","4993365.2083","1941178.25889","725908.20967","1030147.18065","990065.22025","778015.76705","0","1293501.60866","1219654.84308","732898.40232","1138921.75768","935420.91741","1700603.85252","1099062.04277","1032456.84418","907949.2186","1554834.64812","1000342.7389","1213750.27445","1236095.22377"
"471.3401__302.75","4162887.82012","3328844.71992","3337123.30064","3291766.59087","3766169.56394","4749131.55912","4554587.26761","4480465.14838","5358157.7677","2871477.45761","3905719.95099","3992823.4594","4110855.35368","3715405.99286","3242962.12121","4429116.21052","2243583.96817","4536830.33093","3847524.55125","4061727.92185","4930605.32492","6905493.88685","4636587.36673","5663869.28434","3740200.57224","4653435.65045","4201982.51564","3332981.62649","4435546.9229","5704944.18462","12606407.86163","4317249.15128","2785740.53712","3194491.35321","2874036.33297","2247679.92958","3023190.82436","3314103.65694","3414947.66759","2387277.38339","3104828.51272","2504486.64893","4669476.29701","3194452.61557","2861342.24987","3064857.92261","2926570.70955","3041115.97326","3531973.10123","2872849.30826"
"471.3468__108.24","7650617.32189","489151.30088","359178.02997","246889.86492","600834.46045","377495.29857","959431.72883","1791773.13891","10835310.7703","94749.38433","517774.24113","419047.95941","370933.87743","569871.52656","186631.71764","337467.57708","355445.46848","373340.13878","507546.63403","806571.04889","971283.71516","7035752.42952","0","15044755.727","426335.78116","5455519.96676","609500.78123","687593.44047","848474.72678","1491699.49365","9889159.61165","6313174.60569","8729944.14459","8679107.42867","4804526.71595","635525.25819","731108.85813","9396628.11971","4950491.91427","410055.11484","3003058.00188","161233.12291","569724.19698","4671399.22318","543016.36945","121524.39275","634996.22217","6260541.62341","2637716.80354","3695578.46172"
"471.3536__257.93","1411424.65146","712790.14718","533274.78132","1571494.75573","1785093.02804","2100465.45","1281413.02194","1160875.86614","2366685.60335","1360954.13567","1668963.101","1103243.95174","1706675.76083","1858930.98033","629678.81668","886574.31644","847336.42356","1747374.29178","1473019.21626","1513526.81469","1794639.03438","3069187.17415","1466404.15642","2960981.9695","1463298.06774","1700246.65677","1648969.07065","1198221.63218","1920910.32789","2146465.30435","4946107.39657","1631431.88652","242189.40106","297936.78187","1132603.84633","110831.22471","1103702.78626","1607083.11819","378955.2371","773167.27021","1087587.68705","172439.71003","405293.07806","1315877.86694","603193.38875","1072811.67918","1121737.6069","890054.75283","1146028.44272","828085.27697"
"471.8418__302.71","1688748.05346","1432928.1675","1628131.25148","1616430.37333","1814647.90622","2083399.51645","2077299.70314","2006485.77797","2037724.22971","1240959.68636","1675503.47515","1740178.09561","1915241.29337","1656599.61217","1311240.0376","2143180.86344","861961.80056","1094152.85713","1770345.30736","1973470.6419","2321152.8349","3232185.36386","2135988.78944","2990105.06847","1544904.59357","2063913.74","1940108.09804","1486413.1272","2000304.44955","2795120.83857","6174403.40698","2168483.95533","1292036.24066","1476065.45853","1343662.42821","1016181.01336","1370355.05665","1593954.92594","1517380.11658","1231676.24079","1420201.21744","1029261.92316","2371264.98462","1445892.60701","1295906.88543","1506246.98097","1385957.44751","1400575.74964","1634978.57353","1199875.12518"
"472.3298__353.51","914582.81898","784320.7973","876222.71401","925138.02831","1099374.97043","1218030.78735","1051776.30618","1739926.9751","1296797.21212","517817.69831","715192.17152","1376943.10611","1098527.84833","938949.06951","873806.38546","1168576.13262","733815.60852","1022556.99475","926447.92634","1079503.60053","1130323.69943","1452522.98281","954244.53306","1365828.29758","610240.21017","1109135.1055","1045182.98825","725305.99217","1186209.7818","1364556.88811","3653193.8649","1133065.17504","880148.35555","632877.20565","689688.72744","392243.84943","803795.25409","785563.15277","784277.81538","710798.57178","792642.33291","570833.25342","1132749.51461","824037.5336","569817.14538","824562.22811","743465.85026","771345.66324","783633.2917","435310.10675"
"472.3483__226.65","1017280.18082","1426937.79229","1957215.5107","2848150.95162","1982003.95215","876982.69727","3266986.10605","1512794.11384","2419765.24847","1384090.85204","706398.9258","3315601.36356","3895800.69491","2810621.28862","1058449.61781","721252.57404","1319386.07876","1341782.45104","1607180.04885","3486205.82491","1452639.86131","5359483.29605","3191838.42025","2841726.60419","2245712.05512","2436254.28814","2557458.24831","1460610.22552","1541203.68914","4801595.56356","4193545.05287","2069495.52028","1782827.38541","229962.89333","2483331.16936","718246.2499","0","81890.05416","640901.33839","921243.31333","1160265.05925","1417293.12189","3902927.10708","755124.41938","1218123.01954","2928973.85094","2516951.39995","1709629.93342","2751408.68351","1535400.80808"
"472.3633__108.24","908918.29993","1563112.26981","703539.436","783657.01818","315907.78312","529279.09752","2021699.38801","1159987.15195","755607.85729","652592.03094","2425467.17731","1575104.65924","797306.11182","371693.25067","807361.3765","1056132.65965","122511.72345","1406061.97271","1229453.27593","247628.44615","1991109.31288","2393703.825","184030.96596","1069762.66762","614258.88467","343296.90714","877545.71343","173883.69282","377018.21396","2034984.54024","560423.01246","1423475.18698","396070.43054","811160.77009","663063.38493","254068.1244","698822.75295","315221.07141","233311.54658","927386.54228","582526.00391","434903.09488","564962.40986","400168.50636","448027.0044","82583.89209","1121195.40899","459691.8438","79686.42118","1339906.27878"
"472.8314__353.4","363092.51773","189254.0611","245204.2253","390165.32632","372316.20254","422757.54361","408308.7589","721233.21203","588909.5713","188129.67146","274850.11446","600069.52801","434182.30662","367765.23527","328990.16315","501691.50396","237729.08883","396074.03229","350127.44498","441837.16507","469641.43108","636029.81424","321743.90195","467460.37885","267822.33724","485165.72588","458351.89383","191074.49304","409175.31785","620036.70568","1673339.61222","477580.04614","340652.02179","252990.37818","285151.59428","152766.12787","299100.69399","300253.95093","3257.49244","221583.02172","178580.80282","273241.49478","486183.86567","250287.2547","170161.98944","241791.69014","206550.93734","223557.68035","300429.30844","81760.57687"
"473.3621__109.82","768796.50525","2990021.73162","2041581.92945","942906.65253","1610921.5555","2694269.7781","4057205.7927","1629672.50512","2296157.40356","1143550.25556","3251976.52346","2110398.26475","2686737.95712","2620289.76504","3851059.35066","2391569.90469","1744120.62166","723314.37885","5900838.62788","4459571.09554","5163515.63319","4340004.29212","2762569.14167","1590534.10064","5268734.33711","3573221.98738","879125.07735","1887653.28193","1218312.88578","6048747.87859","4241913.34034","3210810.3963","9753226.85285","5270665.40107","14622.53894","0","1856891.41187","0","1408272.48647","986616.02689","376805.31968","531982.13554","257510.24409","311249.35428","1147971.76181","702835.25499","2591000.99813","566575.64922","69475.71912","866221.66744"
"474.3076__107.05","1463779.59972","116832302.07075","444971.14345","1423602.24223","542123.39685","80118384.45958","50460795.29773","11730194.90309","54516690.04194","113654.71247","231116.45416","68025443.11863","584052.66275","801627.31868","448007.94009","587038.51862","243240.40164","87412052.28088","626245.52446","1487188.28752","1047604.46373","2330578.23426","2292520.31901","1084136.78754","1273933.52355","589187.89969","32605769.62412","277874.93062","37000703.71138","43961723.56258","1929512.16065","36671008.25568","2561448.57566","522376.47582","36089776.95752","89999818.12622","516359.03211","65639181.12859","29876767.11336","264937.71209","556400.87548","5679.53786","615308.47282","180191.06133","53735775.83827","0","358170.69245","34926628.46612","352785.23011","50845920.06449"
"474.3272__309.34","1480114.95647","1288532.11869","1537207.00741","1261890.25897","1678258.8998","1874158.70424","1585339.03495","3273881.42308","1935154.78113","588429.49767","1087112.53149","2854194.72082","1641575.68331","1514608.44671","1249622.63251","2145491.85893","1247872.56793","2072886.11555","1448812.73702","2203032.44244","1790549.10834","2883132.52484","1935965.95101","2013706.46455","782322.27559","1847944.00655","1655025.45545","1089526.12662","1976963.78181","2467845.17149","7353740.08994","2076424.79957","2135166.66702","1357650.62444","1291062.38915","1027852.33333","1341483.20802","1452206.70329","1480503.08869","1086907.09031","1385453.05024","1042704.29611","1868728.70132","1377205.42262","1061608.18576","1346180.58641","978412.23851","1398695.07169","1417676.99463","726083.75021"
"475.2075__323.99","338449.72229","1310334.89022","113943.77132","838480.29895","1855112.26468","2509235.88268","164699.07853","121602.07627","295746.00455","342968.94327","794643.92233","513077.83023","1125067.71781","1873646.28888","357618.1901","332159.94475","5660495.66106","457275.03116","209238.75425","2108971.90075","648714.33171","2315852.46224","0","4277112.87058","1384729.22483","733155.99113","999403.63516","1710298.33357","1252211.48829","751813.85598","581741.45007","1389157.58879","10563.24669","0","0","31246.58684","0","3040.03145","0","12098.47025","83902.00548","64034.6833","63663.75251","159432.89459","0","342719.07344","273402.40483","95181.13454","826982.69502","7662.38981"
"475.3083__101.36","1811657.71188","5298156.5882","158784.21163","42040.20391","13380.14803","1778575.20266","1127592.42603","58776.10617","120955.48191","0","16441.44611","590310.25043","85909.18657","99988.11914","65780.16206","0","72416.55724","91085.61879","91616.37026","571808.23815","19470.4349","1663731.84592","75331.68166","2657253.35666","84286.81611","146971.97132","1383715.36181","49240.67934","1471213.25676","145925.81752","189267.74327","105048.84054","11458601.75711","8212307.64129","8959326.11056","23562883.77049","1753255.91012","17260094.693","7445684.12913","3581217.04218","7050779.35935","1498368.30604","129257.50772","7136503.46402","14319098.45853","865463.35284","72928.4975","8876581.39195","1592574.14154","12935100.71531"
"475.3096__108.97","5060357.45461","3914584.42309","2050662.70574","63071.94997","2147320.2326","3626209.49325","4872217.47292","4747071.52905","407360.88496","1646802.88013","3681442.02182","481664.08058","3546970.93583","3398247.6814","4385461.19702","2540760.86818","1930054.43249","3228984.92566","7829938.19861","5606333.53927","6196073.22251","474792.90929","1681106.92832","2264489.34764","4805865.79675","4756952.43031","3415801.19338","2397442.461","3839807.67361","7272253.10605","33313703.91528","3931962.55606","8671058.41449","7315393.67765","5754179.80812","4509796.01524","0","7927934.16504","3914314.43086","0","4334151.64929","0","3087099.66634","3884515.63818","4171614.36741","0","3588071.2057","4951894.82637","3628340.94926","4621485.7828"
"475.6762__325.24","2628376.68479","2053563.98388","2039591.71482","2311130.68372","2817909.91884","3147712.76642","2988560.43403","1778724.61523","3252222.28495","2145885.67901","2435441.4328","2178073.04782","2433667.92711","2775690.38967","1804930.53685","2461419.78627","1297155.98828","2850920.24684","2449525.80577","2063159.36929","3045917.77642","4087260.89158","2851754.07902","4038910.71238","2204243.04036","2973257.12657","2846309.08032","2206034.60369","2865773.31839","3669279.43574","7785463.00267","3000661.54479","1166059.08289","1743948.24989","865827.86406","1330751.52442","1495312.2211","2108399.60127","1990203.79741","1263233.13448","1887498.75912","1473932.06979","2751457.66288","1803671.21186","1661194.2927","1723511.98092","2184633.11041","1589191.14174","2120279.20244","1758769.13131"
"476.0107__325.29","2049731.3123","1587944.28653","1386689.64137","1831483.63488","2050340.59235","2152476.3362","2200975.33706","1323637.98045","2580846.12611","1599979.90079","1863418.67207","1649459.22148","1781504.20911","2122671.10573","1279605.62066","1792543.52101","945593.7485","2162532.30717","1854135.3688","1525676.73446","2329516.65262","2971732.27237","2119246.35603","3072377.48625","1736759.27011","2226017.9963","2017798.33343","1740452.13711","2244862.20772","2786560.74469","5862197.45605","2237915.68468","726625.84697","1218734.39854","1192715.38776","861097.3992","29453.3457","1553859.07221","1481342.73868","992768.07347","1276336.9299","1132038.71185","1971912.67662","1228244.56499","1260927.52571","1220718.72985","1633307.33477","1192065.775","1614273.79483","1428503.69455"
"476.2756__390.79","1027372.92985","1948022.15946","628323.05316","1867471.73054","1394962.27058","1240314.62762","1216090.86682","2423309.70863","2522631.21802","1808351.41807","1538234.39321","1103918.6257","1908963.1949","1548455.26718","1759705.09961","1452435.38376","904437.34664","2143283.77866","2801946.27092","1679129.17093","2604446.36825","1338262.37877","2951727.77686","1196916.48498","1158750.88772","3327719.90793","1778927.62514","1855188.0449","2077460.8611","1473718.16917","1187963.26865","2070942.49205","0","0","0","0","0","0","0","10936.15953","31918.22901","0","0","0","0","16019.46153","0","0","0","0"
"476.2769__345.7","159568.27683","1212534.81915","2161127.67124","1988298.31593","923252.43084","5526862.58517","19300.20504","89347.55696","380826.84524","555419.70851","7690680.70453","104949.77181","344052.60707","1520473.96984","3132523.36447","1268228.34432","1288772.91302","0","14970.61137","1155981.96891","695536.53904","2187265.37293","9961188.11216","2217164.47252","1982658.46847","520219.81454","1567426.80366","2122469.25421","1862857.48704","443245.44104","10810239.57969","1710357.72424","0","0","0","1063923.58362","806718.21511","5194842.63064","1509821.95817","327705.7806","1431831.15872","578690.74132","1855336.25185","1552543.18454","270640.99311","3846667.46784","2742405.78319","162266.71049","2878190.66691","163019.49111"
"476.306__382.42","719735.484","580462.45966","364611.16707","1237515.22834","742516.73313","20177648.25246","886220.27498","527073.47486","396456.05389","229427.13328","233871.0976","1247611.64712","424997.90434","57610.35925","189995.50104","339026.8639","18320117.75554","1017481.85416","936458.4238","1009001.00318","852550.04996","911473.75758","89793848.06931","1045903.84859","1077213.39433","804245.94959","7498428.27377","4795559.01359","8256435.65072","376298.06463","1397782.90101","8349897.43472","1983162.6516","1293861.4981","1757436.31787","545164.15432","2399862.91057","1742533.31142","1805628.52437","2470523.43106","1505602.52333","1560381.06812","1089167.18388","1546806.11519","715158.97422","2170515.05683","1645248.42164","867688.5735","1384736.18169","1441740.28369"
"476.3254__108.87","1196812.50715","568888.10411","329895.04383","233989.00228","357903.60951","1575256.64098","6528368.99062","1172713.33917","333372.12973","261716.24534","983770.87776","12111632.54797","953142.0815","775215.91824","1079890.65072","328742.05662","544471.77332","388981.84801","1937678.13297","1434058.18181","1744623.595","845034.5103","20037656.21918","2796429.87557","1315214.24207","1325963.86072","1599557.62691","430708.1516","5913679.8308","2098238.98163","21930978.00057","707431.55455","903121.07363","901706.97903","796719.85588","1734596.78718","417491.81013","1093998.5718","401565.9188","1002853.13532","399762.45524","158843.36123","811563.77063","438027.32004","443764.25458","0","971543.93402","697518.16645","347431.78086","457355.23772"
"476.3359__362.93","766769.43965","510575.3047","502105.7471","500732.47518","770048.65527","1047835.69733","953287.92614","657221.36256","1039658.14561","683755.26748","775844.82249","628226.19048","724800.11701","713150.75988","479717.07903","767100.60839","290745.61832","716175.17514","636137.34684","644810.25206","946761.5833","1300501.86406","873494.94117","1208566.3771","593610.57486","797578.72485","785391.33772","448195.70695","894711.10986","1211228.72684","2359721.57613","838937.83083","424685.47712","529751.16652","511209.96549","45708.58317","422053.06467","653201.95862","659200.41352","337264.50708","620046.19916","358909.27317","834710.40074","474004.6915","386138.92579","511718.78316","384622.24855","418015.74543","681891.61406","360258.79241"
"476.3443__324.65","719800.54478","264276.1602","423911.14324","641971.78507","470797.18287","544210.57647","755562.59431","496671.08028","1081840.5008","454736.2498","694693.21758","522470.98002","190299.70586","473038.65664","419263.18893","135787.96127","1467478.08467","856485.36268","704617.54342","513537.39917","1001026.41315","557003.95147","834612.70406","1188660.74391","265164.26014","120449.68236","189327.70134","381529.99693","864214.03288","93223.10659","2462911.19507","303936.46149","57523.51684","75102.48057","52155.34586","358782.76233","0","580186.43268","0","340363.49581","471013.17972","439058.97048","748167.69676","591324.2857","274014.01521","395884.17764","144409.62302","484818.61711","638261.68337","555505.07551"
"476.8424__279.31","1092945.57544","489997.83536","380203.27154","674561.62233","985803.38914","892621.9539","1043023.67138","707585.16256","1333107.29654","680963.82096","976654.72977","336211.72597","996607.40499","970190.32996","698410.06304","1008205.4914","447145.72085","901004.08217","541554.3223","751825.35741","1231139.93741","851356.6799","628167.50181","1655319.44978","661835.18467","979876.98988","851262.51668","576694.62864","988611.07256","1401511.45817","2916108.14244","697591.12505","583833.29298","820118.22265","824788.70403","181120.82239","489067.08868","1018106.49487","668679.91131","595719.79744","967697.55304","586274.8076","728382.68484","954464.52542","746311.97581","793154.36168","679587.53674","744104.58459","610545.49713","363798.14558"
"477.1472__553.46","77771.23955","47235.70153","389724.39453","242976.50335","345425.61242","386774.70118","116129.61097","496627.75891","99450.48966","304965.47285","387145.77137","339738.35311","461078.08286","437729.91173","754700.27075","0","576976.67609","242172.53115","410855.37012","316717.83402","16105.06308","730521.04472","376621.49936","191674.9793","195261.51774","895620.07181","87162.79433","393745.85325","189891.84041","494042.25141","242557.53249","254743.92093","1852303.97833","1065939.54972","490715.49471","691814.31912","2072937.69605","1076566.65091","858475.24208","976966.97322","741541.88817","419274.07442","762154.19189","762272.36927","681657.62104","1006937.8717","583385.6946","729654.98664","414385.39883","958616.90371"
"477.2708__567.36","234558.20768","146753.55351","62876.45847","321665.47571","181264.18973","361120.00843","543757.02729","846373.04044","672157.12319","401169.4157","389533.96521","759462.14863","500828.21382","613551.29561","1182625.27293","388721.03622","120587.2111","248603.64264","457424.92054","714553.74869","443301.72492","613338.30125","794798.76952","231726.1754","399252.68822","1346132.94697","415760.01291","228931.0083","385073.04641","925420.60609","493907.63774","378076.18338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"477.2791__390.78","217090.674","369709.44423","104451.05211","390563.35704","307304.40278","247274.0366","225807.21142","471851.20498","523339.31705","358738.9093","287618.77446","230792.37056","341832.01056","279799.15987","354406.72881","307286.723","175694.02583","440198.64901","578089.22088","391644.43992","598452.19728","255205.54976","602476.47651","254345.4782","229908.64805","750025.32755","390374.50015","376231.95905","405444.81917","287369.05575","175221.12998","391727.23397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"477.2813__382.18","0","0","0","211886.00674","59852.8","4416668.66091","127525.7079","0","0","0","0","237718.00031","0","0","0","0","3972285.57746","173817.40038","0","97253.85613","0","0","19412176.89752","0","120869.98736","112184.13235","1612665.3446","1008561.96488","1778612.42645","0","241973.55074","1828800.69143","421707.03752","254312.69804","313769.9151","77970.01141","456443.37055","338032.98202","350091.05973","437370.68128","281963.49463","258897.42137","183413.80939","281622.786","139353.62767","355212.16901","272229.46182","134246.33601","179644.9253","281044.68544"
"477.3583__243.74","8286893.35206","5439389.35422","5909989.56185","7366698.91018","563679.22304","6556849.12562","8546522.31357","5608646.65676","4860249.97108","4732978.88909","4023698.2129","5834773.06473","7551664.30703","8040514.36302","5842077.26238","3763941.39355","4198566.67442","2701015.57131","7684581.72698","2585419.78182","9153771.96056","11257596.17275","8163664.12683","11256710.21834","6172063.09558","4984872.90338","7929480.24211","2054097.87861","3570685.88278","3040885.88149","20260002.37727","7598090.83531","3621565.01214","5762562.12931","5592369.50785","144247.63708","4646164.93358","4143469.52861","1090968.29732","4014144.9803","2414531.53616","4285482.30564","2714055.86529","6177737.22923","3176827.01368","4669298.59782","4701856.01133","5205752.87237","1484831.23357","5529526.92472"
"477.3932__109.02","5421833.41464","3406084.72478","1357035.00163","1026727.835","2026601.23962","1838373.7157","3574972.95881","4785154.19168","1330541.57395","1581238.51088","1920893.42155","2504860.83732","3145985.506","3535330.37381","3334323.45589","1932891.73277","1180460.27279","2164837.61764","7064150.20783","3989772.64231","5137729.34146","4695481.5892","238647.07302","2556593.33003","2292569.48012","3513722.45901","2740915.45248","1745591.66311","2818246.19197","6137422.04625","4064553.05459","3076786.16253","76167.87037","40376.78304","0","0","0","2012914.1387","0","2056818.33729","609963.30162","167026.38254","1312453.0441","371550.03517","531652.38361","333272.1651","299591.66557","966501.56111","31245.90822","903041.38766"
